class,year,elevation,eastness,northness,roughness,dew_temp,precip_annual,temp_annual_mean,temp_annual_min,temp_annual_max,temp_january_min,vapor_min,vapor_max,county,longitude,latitude
No,2009,37,-100,0,1,6.78,1215,10.74,1.37,15.51,5.97,39,817,snohomish,-122.041068,47.984251
Yes,2009,599,34,93,43,1.34,529,8.23,-5.63,14.6,1.85,104,1330,stevens,-118.007295,48.684928
Yes,2009,1092,99,3,160,-0.19,2991,6.59,-2.93,10.75,2.43,145,764,whatcom,-121.50287,48.842861
No,2009,25,-70,70,2,6.55,1145,10.45,0.68,15.28,5.63,33,827,whatcom,-122.400068,48.905391
Yes,2012,1092,40,-91,151,-0.55,1038,5.24,-7.73,11.07,-0.6,103,981,pend_oreille,-117.306326,48.766256
Yes,2014,1599,64,76,124,-1.75,2051,4.61,-6.01,8.94,0.28,135,727,snohomish,-121.049784,48.154404
No,2012,848,-6,-99,36,0.51,242,8.58,-4.55,14.36,2.8,244,1340,yakima,-120.093675,46.565716
No,2012,439,-85,-51,16,2.88,213,10.71,-2.99,16.62,4.81,214,1470,yakima,-119.88556,46.370076
No,2012,276,86,49,17,2.72,234,11.07,-2.75,17.64,4.5,198,1671,yakima,-119.960898,46.166911
No,2012,633,73,-67,10,1.91,287,9.82,-3.32,15.78,3.87,224,1411,yakima,-120.017194,46.077381
No,2012,664,93,34,54,1.04,250,9.08,-4.69,15.45,2.71,201,1447,yakima,-120.118514,46.727391
Yes,2012,294,-8,-99,38,5.43,1780,10.48,0.93,15.62,5.35,71,1000,jefferson,-122.973697,47.644029
Yes,2012,404,-58,-81,166,4.89,4136,8.9,0.97,12.93,4.88,90,663,jefferson,-123.881454,47.871152
Yes,2012,894,-31,94,94,3.74,4461,8.01,-0.14,12.26,3.76,90,691,jefferson,-123.436619,47.62114
Yes,2012,141,-18,-98,34,6,3948,10.39,1.48,15.34,5.44,42,860,jefferson,-123.636466,47.553667
No,2012,1115,-91,39,36,-1.34,461,5.55,-8.97,11.43,-0.34,154,1088,okanogan,-118.98486,48.752456
Yes,2012,1209,-1,99,61,-1.79,500,5.4,-9.07,11.35,-0.54,150,1087,okanogan,-118.958303,48.588157
Yes,2012,1269,-84,-54,48,-1.93,534,5.83,-7.57,10.72,0.93,219,1002,okanogan,-118.949268,48.430901
Yes,2012,122,64,-76,34,6.49,2323,10.48,1.59,15.74,5.22,24,893,mason,-123.384083,47.129643
No,2012,1038,-94,31,5,-1.21,429,6.01,-8.76,12.09,-0.06,156,1177,okanogan,-119.041028,48.901275
No,2012,961,-92,37,98,-0.51,411,6.15,-8.78,12.47,-0.18,110,1173,okanogan,-118.856324,48.885429
No,2012,1242,-99,-10,45,-2.13,444,4.8,-9.44,10.56,-0.96,157,1029,okanogan,-119.198759,48.855818
No,2012,711,-74,66,17,0.18,388,8.74,-5.73,14.04,3.44,292,1333,douglas,-119.811995,48.018996
No,2012,760,-95,28,6,0.15,302,8.14,-6.84,13.85,2.42,212,1309,douglas,-119.763075,47.852705
No,2012,755,-41,-90,10,0,297,8.16,-6.87,14.11,2.21,197,1356,douglas,-119.735274,47.687666
No,2012,527,-64,76,58,1.2,251,9.79,-5.11,15.83,3.75,235,1517,douglas,-119.716936,47.530914
No,2012,671,-97,20,10,0.36,296,8.75,-6.17,14.69,2.8,216,1430,douglas,-119.892368,47.558851
Yes,2012,838,-99,5,35,3.27,2741,7.78,-1.76,12.36,3.21,99,836,skamania,-122.080957,45.926966
Yes,2012,589,-82,57,37,4.01,2825,8.96,-1.74,13.79,4.14,105,941,skamania,-122.071966,45.749743
Yes,2012,1060,-73,67,34,3.17,3050,7.1,-2.04,11.13,3.06,89,698,skamania,-122.222763,45.875483
Yes,2012,115,-98,-16,17,6.73,1098,10.91,2.17,15.14,6.7,66,806,snohomish,-122.242123,47.82902
No,2012,377,-90,-41,10,1.37,2596,8.69,-2.72,13.89,3.5,147,1069,snohomish,-121.268194,48.252613
No,2012,376,7,99,5,2.45,230,10.16,-3.67,16.71,3.61,156,1537,adams,-118.89808,46.757941
No,2012,573,-31,-94,3,1.45,283,9.06,-4.75,15.6,2.53,142,1458,lincoln,-118.638814,47.426966
Yes,2012,130,-78,61,18,6.08,1867,10.62,1.38,15.5,5.74,57,923,mason,-122.896892,47.455399
Yes,2012,117,37,-92,6,6.3,2002,10.64,1.31,15.62,5.66,46,906,mason,-123.07934,47.324091
Yes,2012,1175,83,-55,62,0.6,2233,5.72,-3.47,9.95,1.48,126,687,skamania,-121.75635,46.28988
Yes,2012,1221,-33,-94,30,-0.53,2156,5.34,-4.44,10.33,0.35,118,832,skamania,-121.614063,46.2333
Yes,2012,940,20,-97,9,2.12,1746,6.95,-2.99,12.02,1.88,80,859,skamania,-121.720424,45.937924
Yes,2012,685,43,-90,70,3.44,1816,8.9,-2.58,13.83,3.97,134,992,skamania,-121.697637,45.794152
Yes,2012,638,-92,-38,32,4.34,2668,9.54,-1.33,14.3,4.79,126,977,skamania,-121.864432,45.748489
Yes,2012,879,-97,-23,104,2.62,2484,7.43,-1.84,12.04,2.83,89,810,skamania,-122.106178,46.245999
No,2012,595,-94,-31,25,2.17,420,9.57,-3.12,15.95,3.2,145,1419,whitman,-117.70487,47.027588
No,2012,560,-89,44,25,2.04,396,9.76,-3.3,16.44,3.09,133,1505,whitman,-117.86836,46.968546
No,2012,506,-25,-96,10,2.3,426,10.17,-2.62,16.76,3.59,139,1534,whitman,-117.68831,46.858387
No,2012,388,-99,11,24,2.51,323,10.89,-2.71,17.4,4.39,213,1667,whitman,-118.182279,46.635836
Yes,2012,177,-10,99,76,6.57,698,10.22,1.78,14.83,5.61,26,753,jefferson,-122.841039,47.997951
Yes,2012,475,60,79,140,5.05,1816,9.93,1.04,14.57,5.3,91,881,jefferson,-122.952664,47.775351
Yes,2012,338,72,-68,62,5.56,1563,10.41,1.01,15.39,5.43,69,963,jefferson,-122.941587,47.676525
Yes,2012,543,0,-100,118,3.52,2546,8.64,0.15,13.01,4.28,106,790,jefferson,-123.115611,47.624575
Yes,2012,680,-15,98,143,4.12,3293,9.2,0.56,13.7,4.72,100,838,mason,-123.246916,47.572838
Yes,2012,524,-94,-33,100,5.51,3453,10.05,1.17,14.68,5.42,78,870,mason,-123.257907,47.428243
Yes,2012,177,-12,99,34,6.25,2981,10.52,1.23,15.53,5.52,41,895,mason,-123.382652,47.277626
No,2012,495,31,-94,1,2.02,313,9.74,-3.8,16.4,3.08,141,1523,adams,-118.201664,46.995389
No,2012,466,39,-91,5,2.08,306,9.91,-3.67,16.62,3.21,145,1550,adams,-118.223278,46.955637
No,2012,503,71,-69,39,2.25,374,10.2,-3.05,16.68,3.73,159,1535,adams,-118.043052,46.841563
No,2012,441,-82,-56,7,2.4,344,10.29,-3.26,16.74,3.85,178,1565,adams,-118.204127,46.794126
No,2012,600,-89,-44,3,1.46,304,8.81,-4.75,15.37,2.25,130,1419,adams,-118.425793,47.229617
No,2012,580,94,31,3,1.61,305,9.06,-4.54,15.68,2.45,129,1447,adams,-118.420568,47.154945
No,2012,522,-11,-99,3,1.96,307,9.65,-4.02,16.32,2.98,143,1532,adams,-118.386976,46.827463
No,2012,763,-96,27,14,0.22,297,8.02,-6.67,13.94,2.1,181,1308,douglas,-119.550965,47.576715
Yes,2012,285,-62,-78,79,5.07,4051,9.34,0.94,13.67,5.01,84,746,mason,-123.436229,47.454302
No,2012,429,-99,7,5,2.12,234,9.91,-3.99,16.44,3.39,166,1515,adams,-118.910456,46.920468
No,2012,768,-81,57,92,0.21,333,8.53,-5.29,13.51,3.55,272,1268,douglas,-120.252264,47.525064
No,2012,601,89,43,37,1.53,246,9.65,-4.96,15.09,4.22,252,1386,douglas,-120.033629,47.336445
Yes,2012,1375,-88,47,96,-1.23,717,5.18,-7.71,9.91,0.45,187,873,ferry,-118.326425,48.958714
Yes,2012,810,48,87,77,0.22,525,7.08,-6.37,12.48,1.69,178,1157,ferry,-118.259784,48.812006
No,2012,395,90,41,51,2.53,411,11.19,-1.55,17.02,5.36,253,1573,asotin,-117.273063,46.386748
No,2012,398,-70,71,178,2.52,377,11.43,-1.52,17.68,5.18,245,1741,asotin,-117.066012,46.035597
Yes,2012,1073,39,91,68,-1.53,472,6.87,-6.87,11.63,2.1,269,1090,okanogan,-119.371409,48.895461
No,2012,1210,29,-95,99,-1.74,413,5.57,-8.44,10.88,0.26,184,1033,okanogan,-119.16141,48.693735
Yes,2012,1783,65,75,141,-2.49,2861,3.52,-5.92,7.74,-0.69,119,608,snohomish,-121.247756,48.080954
Yes,2012,992,98,-19,87,1.92,2968,8.03,-1.26,12.31,3.77,124,761,snohomish,-121.419688,48.252744
Yes,2012,602,96,-24,134,3.75,3345,9.21,0.19,13.37,5.05,75,735,snohomish,-121.633422,48.204307
Yes,2012,451,49,86,84,3.09,2615,8.68,-2.53,13.84,3.52,76,918,snohomish,-121.412075,48.109472
Yes,2012,847,-96,-27,153,0.41,3379,6.32,-3.54,10.3,2.34,126,700,snohomish,-121.386597,47.940357
Yes,2012,1283,-54,84,141,-0.15,3163,5.25,-3.13,9.22,1.28,120,625,snohomish,-121.353795,47.783996
No,2012,377,52,-84,6,2.73,203,10.82,-3,16.97,4.68,249,1526,yakima,-120.071384,46.402037
No,2012,267,-85,-51,6,2.22,198,10.72,-3.49,17.61,3.84,223,1660,yakima,-120.206266,46.394767
No,2012,216,98,-19,3,1.96,196,10.73,-3.59,17.82,3.64,221,1713,yakima,-120.229068,46.354713
No,2012,199,0,0,0,1.98,190,10.73,-3.43,18.13,3.33,189,1767,yakima,-120.042081,46.24174
No,2012,357,98,14,12,2.8,215,11.09,-2.83,17.31,4.86,246,1595,yakima,-120.209052,46.187871
No,2012,5,0,0,0,7.26,959,11.7,2.59,16.09,7.31,69,907,king,-122.232459,47.674935
No,2012,97,72,-68,17,6.71,1024,11.22,2.2,15.73,6.71,81,877,king,-122.369458,47.524003
Yes,2012,884,-73,68,139,3.79,3231,7.91,-0.28,11.45,4.38,74,542,king,-121.64794,47.76205
Yes,2012,1514,53,-84,131,-0.6,4274,3.78,-4.42,7.82,-0.25,82,498,king,-121.51239,47.71489
No,2012,1400,75,65,149,0.68,3305,5.29,-3.25,9.28,1.29,98,583,king,-121.364537,47.614117
Yes,2012,979,32,94,197,2.6,3049,7.12,-2.22,11.26,2.98,76,693,king,-121.506157,47.567487
Yes,2012,978,-5,99,161,1.52,3013,6.46,-2.97,10.62,2.31,97,692,king,-121.436916,47.515231
Yes,2012,611,-45,-89,59,2.36,2812,7.49,-3.1,12.8,2.18,73,995,king,-121.483832,47.399305
No,2012,691,-26,96,34,-0.07,340,7.95,-7.32,13.73,2.17,210,1305,okanogan,-119.352437,48.710161
No,2012,429,80,58,13,0.81,326,9.42,-5.96,15.68,3.16,218,1534,okanogan,-119.521694,48.683492
No,2012,1002,-46,88,18,0.72,391,9.06,-3.28,14.41,3.72,274,1239,asotin,-117.271317,46.230167
No,2012,898,-82,-57,23,-1.09,372,6.92,-7.81,12.67,1.17,201,1220,okanogan,-119.360873,48.562781
Yes,2012,1245,65,-75,38,-2,490,5.22,-8.9,10.75,-0.32,173,1035,okanogan,-119.173647,48.551646
Yes,2012,1237,95,-28,33,-1.74,478,6.13,-7.13,10.71,1.55,244,998,okanogan,-119.297368,48.413696
Yes,2012,907,96,-27,26,-0.64,414,8.05,-6.35,13.27,2.83,278,1269,okanogan,-119.875624,48.176504
Yes,2012,1099,-97,-20,86,0.02,465,8.22,-3.88,13.33,3.11,262,1146,asotin,-117.278237,46.082761
No,2012,1066,38,-92,13,0.23,556,8.82,-3.75,14.21,3.43,264,1300,asotin,-117.439721,46.011024
No,2012,104,0,0,0,3.89,209,12.33,-1.52,18.67,5.99,231,1772,benton,-118.99448,46.146674
Yes,2012,490,87,-48,9,1.82,436,9.07,-4.9,15.86,2.27,100,1492,ferry,-118.200968,48.295733
Yes,2012,954,63,-77,39,0.62,548,7.76,-5.52,12.8,2.71,219,1143,ferry,-118.414866,48.248236
Yes,2012,703,35,-93,121,0.93,471,8.69,-5,14.21,3.16,219,1311,ferry,-118.353676,48.105827
Yes,2012,475,74,-66,50,2.11,349,10.32,-3.31,16.5,4.13,195,1580,ferry,-118.370357,47.914215
Yes,2012,1486,57,-81,62,-1.76,545,4.98,-7.92,9.7,0.27,186,865,ferry,-118.79251,48.731732
No,2012,109,91,39,3,2.94,208,12.01,-2.26,18.72,5.31,261,1877,benton,-119.399911,46.608122
No,2012,513,-60,79,38,2.71,267,10.31,-3.01,16.03,4.59,199,1384,benton,-119.160396,46.092746
No,2012,526,-76,64,24,2.56,263,10.25,-3.4,16.09,4.41,199,1421,benton,-119.334966,46.124805
No,2012,769,90,42,17,0.07,342,8.43,-6.23,13.89,2.98,241,1330,okanogan,-119.441251,48.172169
No,2012,48,-99,-9,10,6.71,729,10.2,1.53,14.66,5.75,35,717,island,-122.527323,48.180022
No,2012,646,-58,81,11,2.22,496,8.83,-3.87,14.85,2.81,110,1311,spokane,-117.067795,47.684037
Yes,2012,1003,-95,28,51,0.75,914,6.71,-5.94,12.19,1.23,110,1110,spokane,-117.124524,48.04305
No,2012,590,-76,64,15,2.17,629,8.87,-4.44,15.24,2.5,95,1356,spokane,-117.281803,47.99193
Yes,2012,963,-92,-38,63,1.43,1072,7.4,-5.27,12.47,2.35,139,1096,spokane,-117.09575,47.852745
Yes,2014,611,-31,-94,25,2.17,507,9.09,-3.97,15.19,2.99,132,1344,spokane,-117.281842,47.7953
No,2012,456,97,-20,45,1.62,241,9.91,-4.69,16.79,3.02,198,1585,yakima,-120.622843,46.638038
No,2012,390,5,-99,23,1.82,242,10.13,-4.23,16.9,3.36,206,1604,yakima,-120.601114,46.489859
No,2012,610,99,-5,9,1.51,320,8.99,-4.71,15.38,2.62,188,1379,yakima,-120.801852,46.539516
No,2012,242,0,-100,1,2.12,195,10.86,-3.75,17.86,3.86,215,1730,yakima,-120.414738,46.379252
Yes,2012,1036,-99,-1,101,2.39,3975,6.88,-1.28,10.52,3.24,78,554,king,-121.714469,47.768914
Yes,2012,898,86,49,199,2.84,3542,7.36,-1.62,11.48,3.23,70,648,king,-121.666097,47.598672
Yes,2012,493,63,77,187,3.97,2675,8.97,-0.58,13.9,4.05,68,937,king,-121.644515,47.429669
Yes,2012,52,24,-96,14,7.04,1200,11.31,2.01,15.94,6.68,47,906,king,-122.074473,47.726072
Yes,2012,231,87,-48,74,6.19,1636,10.48,1.37,14.95,6.01,61,873,king,-121.857321,47.726067
Yes,2012,614,-42,90,82,3.75,2915,7.74,-1.03,11.88,3.61,64,681,king,-121.783681,47.376374
No,2012,340,-79,60,109,0.85,329,9.75,-5.5,16.09,3.4,240,1630,okanogan,-119.500717,48.520105
No,2012,831,32,94,28,-0.34,371,7.81,-7.17,13.56,2.06,205,1289,okanogan,-119.685607,48.548446
No,2012,400,9,-99,17,0.58,330,9.53,-5.81,15.95,3.11,230,1617,okanogan,-119.509783,48.368656
Yes,2012,729,1,-99,27,-0.17,368,8.51,-6.23,13.95,3.08,257,1339,okanogan,-119.666721,48.375168
No,2012,471,-99,9,23,0.85,324,9.58,-5.69,15.63,3.53,240,1557,okanogan,-119.658153,48.22315
No,2012,220,93,-35,6,2.53,213,11.85,-2.6,18.27,5.42,307,1926,benton,-119.568853,46.555646
No,2012,266,-30,-95,15,2.63,206,11.41,-2.92,17.72,5.11,278,1781,benton,-119.747103,46.58832
Yes,2012,1239,-90,43,66,-0.52,507,6.1,-7.38,11.06,1.14,183,1000,ferry,-118.625487,48.62981
Yes,2012,1227,-14,-98,36,-0.55,556,6.17,-7.52,11.32,1.03,186,1032,ferry,-118.572586,48.299284
No,2012,426,99,3,26,2.69,297,10.91,-2.75,17.3,4.51,208,1639,franklin,-118.361447,46.662482
No,2012,390,-92,38,26,2.79,285,10.98,-2.6,17.09,4.88,227,1596,franklin,-118.532093,46.613201
No,2012,323,-77,-63,18,2.59,253,10.71,-3.07,17.29,4.13,187,1643,franklin,-118.707304,46.645872
No,2012,415,65,-75,29,2.88,278,10.94,-2.48,17.07,4.81,225,1587,franklin,-118.683282,46.48826
No,2012,268,-93,35,18,2.86,249,11.19,-2.53,17.82,4.56,220,1732,franklin,-118.857187,46.436026
No,2012,266,-98,16,6,2.59,223,10.82,-3,17.38,4.25,195,1639,franklin,-119.055315,46.626894
No,2012,701,16,98,54,1.68,267,9.69,-3.62,15.34,4.03,251,1406,benton,-119.724142,46.424658
No,2012,474,94,33,25,2.37,254,10.4,-3.15,16.37,4.43,233,1536,benton,-119.559077,46.394504
No,2012,447,70,70,2,2.84,254,10.63,-3.06,16.56,4.7,212,1497,benton,-119.529126,46.233943
No,2012,354,0,-100,3,3.01,236,10.95,-2.34,17.15,4.76,189,1568,benton,-119.500951,46.070546
Yes,2012,2043,-99,11,39,-4.35,810,1.76,-9.31,6.64,-3.11,89,638,okanogan,-119.967948,48.963484
No,2012,626,70,70,4,2.36,476,9.28,-3.62,15.24,3.31,134,1352,spokane,-117.244685,47.646956
No,2012,803,-92,-38,15,1.73,590,8.32,-4.17,14.47,2.18,96,1267,spokane,-117.065729,47.35207
No,2012,787,-54,-83,28,1.58,543,8.14,-4.34,14.11,2.17,100,1241,spokane,-117.19576,47.346399
No,2012,114,97,24,17,3.29,217,11.72,-1.84,18.29,5.15,192,1744,benton,-119.820315,45.88898
Yes,2012,340,-44,-89,81,-0.04,377,9.59,-5.92,16.05,3.12,251,1667,chelan,-120.327218,48.036053
No,2012,744,-36,93,11,1.63,523,8.46,-4.01,14.77,2.15,99,1307,spokane,-117.169295,47.282595
No,2012,666,87,-48,4,1.49,601,7.89,-5.71,14.59,1.19,64,1305,spokane,-117.469113,48.002525
No,2012,255,4,99,7,1.99,195,10.69,-3.88,17.91,3.47,200,1735,yakima,-120.579427,46.322712
Yes,2012,1372,69,-71,106,0.06,856,5.86,-4.75,10.42,1.29,161,848,yakima,-121.034479,46.772925
No,2012,751,93,-35,18,1.4,359,8.75,-4.44,14.82,2.69,189,1333,yakima,-120.801408,46.68174
No,2012,1242,-53,-84,40,-0.03,624,6.61,-4.38,11.22,2,217,922,yakima,-120.940732,46.633025
No,2012,339,44,89,3,2.12,225,10.48,-4.08,17.64,3.31,178,1673,yakima,-120.768955,46.352238
Yes,2012,1068,-92,-37,3,1.05,907,6.9,-4.9,12.84,0.96,83,1065,yakima,-120.937115,46.137887
Yes,2012,254,28,95,7,6.05,1398,10.32,1.05,15.18,5.47,44,922,king,-121.971156,47.254221
Yes,2012,929,66,74,144,3.52,2739,6.73,-2,10.65,2.82,63,545,king,-121.793909,47.216418
Yes,2012,2013,93,-35,22,-4.61,862,1.32,-9.69,6.17,-3.53,94,586,okanogan,-119.913547,48.671085
Yes,2012,2033,93,35,153,-4.22,741,2.35,-8.84,7.15,-2.45,123,663,okanogan,-119.910791,48.615504
Yes,2012,1211,82,56,42,-2.22,506,5.44,-8.67,11.18,-0.3,167,1084,okanogan,-119.853244,48.515641
No,2012,727,-18,-98,28,-0.29,460,8.18,-7.36,14.04,2.32,217,1357,okanogan,-120.028937,48.376589
Yes,2012,748,9,-99,17,-0.22,364,8.27,-6.66,13.86,2.68,236,1341,okanogan,-119.80318,48.322356
Yes,2012,824,31,95,34,-0.05,361,8.42,-6.12,13.75,3.09,264,1309,okanogan,-119.818458,48.185184
Yes,2012,2263,-98,18,162,-4.2,1514,1.66,-8.73,6.37,-3.05,102,596,chelan,-120.385063,48.180395
No,2012,306,69,-72,19,2.63,235,10.71,-3.05,17.32,4.1,183,1648,franklin,-118.877212,46.59928
No,2012,237,-91,-40,7,2.77,234,11.05,-2.74,17.72,4.38,196,1710,franklin,-119.031736,46.470688
No,2012,255,35,93,13,2.77,239,11.07,-2.63,17.73,4.41,207,1725,franklin,-118.964448,46.468968
No,2012,162,0,-100,4,3.2,228,11.74,-2.17,18.34,5.14,218,1787,franklin,-119.015219,46.305279
No,2012,2073,-46,-88,154,-4.36,1536,1.81,-8.01,6.28,-2.66,118,601,chelan,-120.688201,48.139256
Yes,2012,1098,84,-53,142,-0.82,759,7.15,-6.08,12.02,2.29,239,1096,chelan,-120.329721,47.834031
Yes,2014,1635,0,-99,138,-3.23,2281,3.54,-6.83,8.02,-0.94,161,718,chelan,-120.833212,47.950844
Yes,2012,671,73,-67,15,1.71,453,8.69,-4.21,15.02,2.36,112,1341,spokane,-117.573927,47.303276
Yes,2012,720,98,14,3,1.47,444,8.18,-5.01,14.34,2.01,109,1282,spokane,-117.797689,47.505034
No,2012,698,-16,-98,14,1.54,450,8.46,-4.53,14.88,2.05,100,1333,spokane,-117.719623,47.353269
Yes,2012,991,31,-95,42,0.31,646,5.99,-7.34,12.27,-0.3,85,1082,stevens,-117.601686,48.827821
Yes,2012,663,-52,85,50,1.61,649,7.87,-5.5,13.8,1.94,100,1192,stevens,-117.582445,48.981858
No,2012,396,-24,97,16,2.66,500,8.93,-4.55,15.03,2.83,91,1315,stevens,-117.741623,48.937827
Yes,2012,1032,96,-26,29,0.03,690,5.98,-7.14,11.78,0.18,130,1048,stevens,-117.728669,48.790597
Yes,2012,1308,78,-62,116,-0.09,1582,4.88,-5.27,9.53,0.22,88,753,yakima,-121.236473,46.973011
Yes,2012,1209,17,-98,84,-0.42,1684,4.96,-7.62,11.03,-1.1,60,989,yakima,-121.38119,46.920947
Yes,2012,1593,76,64,69,-0.78,1717,4.53,-5.59,8.97,0.1,132,674,yakima,-121.170616,46.823787
Yes,2012,1519,95,-29,81,-0.95,1654,3.71,-6.15,8.18,-0.78,93,594,yakima,-121.355877,46.77667
Yes,2012,1904,99,7,18,-1.9,1525,2.91,-6.32,7.35,-1.52,91,541,yakima,-121.321577,46.578076
Yes,2012,127,21,97,13,6.26,1148,10.68,1.62,15.41,5.95,56,864,kitsap,-122.7614,47.646698
Yes,2012,108,-79,60,11,6.52,1268,10.95,1.91,15.58,6.34,65,861,kitsap,-122.541086,47.501424
Yes,2012,132,-33,94,17,5.85,1428,10.48,1.38,15.28,5.69,63,910,kitsap,-122.766283,47.499584
Yes,2012,109,66,-74,12,6.09,1423,10.61,1.5,15.43,5.8,59,913,kitsap,-122.711157,47.43083
Yes,2012,119,85,-51,22,6.15,1422,10.67,1.4,15.44,5.89,59,895,kitsap,-122.898683,47.594967
No,2012,225,-91,-40,6,2.24,225,11.43,-3.57,17.59,5.27,296,1742,kittitas,-120.018066,47.18326
No,2012,758,7,99,99,0.83,323,8.23,-5.38,13.58,2.89,205,1221,kittitas,-120.16393,47.054045
Yes,2012,1221,23,-97,87,-0.42,602,6.28,-5.89,11.07,1.49,206,943,kittitas,-120.220622,47.213024
Yes,2012,1077,-98,-17,47,-1.33,540,7.51,-6.53,12.49,2.52,276,1211,okanogan,-120.006504,48.200506
Yes,2012,686,32,-94,81,0.42,395,9.03,-5.6,14.47,3.61,265,1386,okanogan,-119.952494,48.029039
Yes,2012,2162,-95,-29,48,-4.59,1482,1.83,-8.96,6.76,-3.1,91,667,okanogan,-120.489397,48.979161
Yes,2013,2100,-98,-19,40,-4.97,1290,1.11,-9.55,5.96,-3.74,84,597,okanogan,-120.299109,48.964435
Yes,2012,1813,-87,-48,82,-3.96,1018,2.4,-8.85,7.07,-2.27,121,640,okanogan,-120.274806,48.781642
Yes,2012,1948,73,-68,53,-4.69,1304,1.5,-8.28,5.88,-2.89,112,590,okanogan,-120.44665,48.502084
No,2012,1417,-30,-95,105,-2.47,685,5.74,-6.17,10.45,1.04,223,951,okanogan,-120.184481,48.30746
Yes,2012,913,-100,0,32,-1.1,577,7.76,-6.5,13.36,2.16,249,1319,okanogan,-120.16412,48.126166
Yes,2012,1549,49,86,96,-1.31,2106,4.88,-6.28,9.56,0.2,136,803,chelan,-121.059405,47.947939
No,2012,467,-16,98,81,2.48,478,11.05,-1.58,16.75,5.34,245,1554,garfield,-117.493825,46.660588
No,2012,733,-82,57,13,2,489,10.04,-2.36,15.45,4.62,239,1346,garfield,-117.46811,46.504059
Yes,2012,1132,-29,95,22,0.17,521,8.5,-3.5,13.45,3.54,289,1123,garfield,-117.473704,46.332979
No,2012,1415,81,-57,30,-0.74,695,7.58,-3.86,12,3.16,321,987,garfield,-117.48421,46.280458
Yes,2012,1485,-11,99,129,-0.84,933,5.92,-5.33,10.68,1.17,215,852,garfield,-117.441621,46.153278
No,2012,447,-54,83,48,2.43,425,10.98,-2.01,17.25,4.72,219,1605,garfield,-117.654145,46.534174
Yes,2012,752,-95,30,57,1.07,659,9.1,-5.02,14.36,3.84,230,1307,chelan,-120.587239,47.51467
Yes,2012,1164,9,-99,117,-0.66,1089,6.81,-5.21,12.01,1.62,193,1107,chelan,-120.780443,47.453289
Yes,2012,1035,28,95,50,0.14,776,6.95,-5.61,12.03,1.86,182,1048,chelan,-120.576872,47.359466
No,2012,7,-57,81,26,6.84,501,10.1,2.68,13.69,6.51,41,587,clallam,-123.218463,48.12597
Yes,2012,855,-36,-93,113,4.03,1155,8.26,-0.4,12.74,3.79,86,724,clallam,-123.032052,47.917651
Yes,2012,964,-88,46,78,0.32,699,7.04,-6.39,13.07,1,117,1190,stevens,-117.645627,48.289555
Yes,2012,717,16,98,44,0.86,614,7.54,-6.26,14.15,0.92,86,1286,stevens,-117.645589,48.137662
Yes,2012,875,84,-52,28,1.2,548,8.42,-4.96,13.84,3,198,1247,stevens,-117.842284,48.150732
Yes,2012,730,99,-1,20,1.15,823,8.18,-5.44,14.15,2.23,143,1284,stevens,-117.646583,47.944418
Yes,2012,659,85,-51,5,1.08,723,7.52,-6.56,13.42,1.61,121,1196,stevens,-117.942299,48.990569
Yes,2012,1092,-88,46,117,0.13,790,6.35,-6.46,11.33,1.36,169,1009,stevens,-118.087829,48.897164
Yes,2012,969,74,66,66,0.52,630,6.84,-6.19,12.13,1.54,156,1086,stevens,-117.906394,48.795207
Yes,2012,930,-63,77,41,1.12,709,7.9,-4.38,13.62,2.2,150,1155,yakima,-120.952722,46.236082
Yes,2012,765,-20,-97,26,1.87,912,8.09,-3.17,13.94,2.24,114,1134,yakima,-121.23548,46.116262999999996
Yes,2012,681,-97,-22,4,2.12,735,8.53,-3.22,14.75,2.32,116,1228,yakima,-121.19174,46.081764
Yes,2012,1492,97,24,17,-1.33,1412,4.03,-5.94,9,-0.92,92,761,yakima,-121.443701,46.29787
Yes,2012,1580,-4,99,30,-1.74,1193,3.73,-6.26,8.72,-1.25,94,740,yakima,-121.435202,46.281716
Yes,2012,1681,20,-97,17,-2.25,1728,4.12,-5.75,8.74,-0.5,157,706,yakima,-121.410002,46.145862
Yes,2012,1457,65,-75,43,-1.48,844,4.67,-6.42,9.54,-0.2,172,816,kittitas,-120.354225,47.174298
Yes,2012,1124,-99,5,113,-0.25,855,5.95,-5.53,10.95,0.95,167,928,kittitas,-120.512291,47.174017
No,2012,599,-85,-51,7,1.26,266,8.52,-5.67,14.97,2.08,146,1330,kittitas,-120.336445,46.998992
No,2012,642,-99,9,42,1.36,241,9.1,-4.84,15.11,3.08,210,1381,kittitas,-120.14069,46.888657
Yes,2012,1830,-99,7,94,-3.09,2079,2.69,-7.12,7.4,-2,148,624,kittitas,-120.965955,47.485525
Yes,2012,1217,90,-43,116,0.5,849,6.6,-5.17,11.75,1.46,133,1012,kittitas,-120.71225,47.313116
No,2012,745,-90,-42,43,2.09,422,8.36,-4.69,14.01,2.72,133,1136,kittitas,-120.722335,47.132429
Yes,2012,1682,85,-51,101,-3.1,1081,4.01,-6.85,8.44,-0.42,161,733,okanogan,-120.440782,48.678786
Yes,2012,1287,26,96,101,-1.75,593,6.01,-7.34,11.44,0.59,162,1075,okanogan,-120.371386,48.331007
Yes,2012,201,-99,-12,15,5.78,2202,10.02,0.26,15.52,4.51,27,917,pacific,-123.460944,46.731362
